OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,GREEN_SYLLABLES,V1_SCANSION,V1_SYLLABLES,V1_MATCHES_GREEN,V1_CONFIDENCE,V2_SCANSION,V2_SYLLABLES,V2_MATCHES_GREEN,V2_CONFIDENCE,V3_SCANSION,V3_SYLLABLES,V3_MATCHES_GREEN,V3_CONFIDENCE,V4_SCANSION,V4_SYLLABLES,V4_MATCHES_GREEN,V4_CONFIDENCE,V5_SCANSION,V5_SYLLABLES,V5_MATCHES_GREEN,V5_CONFIDENCE,V6_SCANSION,V6_SYLLABLES,V6_MATCHES_GREEN,V6_CONFIDENCE,V7_SCANSION,V7_SYLLABLES,V7_MATCHES_GREEN,V7_CONFIDENCE,V8_SCANSION,V8_SYLLABLES,V8_MATCHES_GREEN,V8_CONFIDENCE,V9_SCANSION,V9_SYLLABLES,V9_MATCHES_GREEN,V9_CONFIDENCE
And whan hem leste namore lat hem leve.,And whan hem leste namore lat hem leve,u S u Sx uSu S u Sx,10,u S u Sx uSu S u Sx,10,1,59.66,u S u Sx uSu S u Sx,10,1,59.66,u S u Sx uSu S u Sx,10,1,58.41,u S u Sx uSu S u Sx,10,1,59.66,u S u Sx uSu S u Sx,10,1,59.66,u S u Sx uSu S u Sx,10,1,59.66,u S u Sx uSu S u Sx,10,1,59.66,u S u Sx uSu S u Sx,10,1,59.66,u S u Sx uSu S u Sx,10,1,59.66
Whoso be rebel to my jugement,Whoso be rebel to my jugement,uS u Su S u SuS,10,uS u Su S u SuS,10,1,47.57,uS u Su S u SuS,10,1,47.57,uS u Su S u SuS,10,1,49.24,uS u Su S u SuS,10,1,47.57,uS u Su S u SuS,10,1,47.57,uS u Su S u SuS,10,1,47.57,uS u Su S u SuS,10,1,47.57,uS u Su S u SuS,10,1,47.57,uS u Su S u SuS,10,1,47.57
"But your honour, and seen him almost sterve",But your honour and seen him almost sterve,u S uS u S u Su Sx,10,u S uS u S u Su Sx,10,1,56.57,u S uS u S u Su Sx,10,1,56.57,u S uS u S u Su Sx,10,1,55.32,u S uS u S u Su Sx,10,1,56.57,u S uS u S u Su Sx,10,1,56.57,u S uS u S u Su Sx,10,1,56.57,u S uS u S u Su Sx,10,1,56.57,u S uS u S u Su Sx,10,1,56.57,u S uS u S u Su Sx,10,1,56.57
"My dere herte, and al min owene knight",My dere herte and al min owene knight,u Su Sx u S u Su S,10,u Su Sx u S u Sux S,10,1,71.34,u Su Sx u S u Sux S,10,1,71.34,u Su Sx u S u Sux S,10,1,73.84,u Sx ux S u S uSu S,10,0,41.42,u Su Sx u S u Sux S,10,1,71.34,       ,0,0,0.00,       ,0,0,0.00,u Sx ux S u S uSu S,10,0,41.42,       ,0,0,0.00
"For, pardee, sik is he that is in sorwe.",For pardee sik is he that is in sorwe,u Su S u S u S u Sx,10,u Su S u S u S u Sx,10,1,55.34,u Su S u S u S u Sx,10,1,55.34,u Su S u S u S u Sx,10,1,55.34,u Su S u S u S u Sx,10,1,55.34,u Su S u S u S u Sx,10,1,55.34,u Su S u S u S u Sx,10,1,55.34,u Su S u S u S u Sx,10,1,55.34,u Su S u S u S u Sx,10,1,55.34,u Su S u S u S u Sx,10,1,55.34
Ay Questio quid iuris wolde he crie,Ay Questio quid iuris wolde he crie,u Su S uS uS u S,10,u SuS u Su Sx u S,10,0,23.57,u SuS u Su Sx u S,10,0,23.57,u SuS u Su Sx u S,10,0,23.57,u SuS u Su Sx u S,10,0,23.57,u SuS u Su Sx u S,10,0,23.57,      ,0,0,0.00,      ,0,0,0.00,u SuS u Su Sx u S,10,0,23.57,      ,0,0,0.00
"Westward, right swich another in the opposite.",Westward right swich another in the opposite,uS u S uSx u x SuS,10,uS u S uSx u S uSux,11,0,28.49,uS u S uSx u S uSux,11,0,28.49,uS u S uSx u S uSux,11,0,27.07,uS u S uSx u S uSux,11,0,28.49,uS u S uSx u S uSux,11,0,28.49,      ,0,0,0.00,      ,0,0,0.00,uS u S uSx u S uSux,11,0,28.49,      ,0,0,0.00
Hardy he was and wis to undertake,Hardy he was and wis to undertake,uS u S u S u SuS,10,uS u S u S u SuSx,10,1,58.23,uS u S u S u SuSx,10,1,58.23,uS u S u S u SuSx,10,1,59.65,uS u S u S u SuSx,10,1,58.23,uS u S u S u SuSx,10,1,58.23,uS u S u S u SuSx,10,1,58.23,uS u S u S u SuSx,10,1,58.23,uS u S u S u SuSx,10,1,58.23,uS u S u S u SuSx,10,1,58.23
"Ech after other, God so me wisse and save",Ech after other God so me wisse and save,u Su Sx u S u S u Sx,10,u Su S u S u Sx u Sx,10,1,39.69,u Su S u S u Sx u Sx,10,1,39.69,u Su S u S u Sx u Sx,10,1,41.91,u Su S u S u Sx u Sx,10,1,39.69,u Su S u S u Sx u Sx,10,1,39.69,u Su S u S u Sx u Sx,10,1,39.69,u Su S u S u Sx u Sx,10,1,39.69,u Su S u S u Sx u Sx,10,1,39.69,        ,0,0,0.00
"Doth your plesaunce,° I wol your lust° obeye.",Doth your plesaunce I wol your lust obeye,u S uS u S u S uSx,10,u S uSu S u S u Su,11,0,12.52,u S uSu S u S u Su,11,0,12.52,u S uSu S u S u Su,11,0,12.52,u S uSu S u S u Su,11,0,12.52,u S uSu S u S u Su,11,0,12.52,       ,0,0,0.00,       ,0,0,0.00,       ,0,0,0.00,       ,0,0,0.00
For unto a poure ordre for to yive,For unto a poure ordre for to yive,u Su S uS u S u S,10,u Sx u Su Su S u Sx,10,0,46.82,u Sx u Su Su S u Sx,10,0,46.82,u Sx u Su Su S u Sx,10,0,48.07,u Su S ux Su S u Sx,10,0,37.76,u Su S ux Su S u Sx,10,0,37.76,       ,0,0,0.00,       ,0,0,0.00,       ,0,0,0.00,       ,0,0,0.00
In al this world ther nis a bettre knight,In al this world ther nis a bettre knight,u S u S u S u Su S,10,u S u S u S u Su S,10,1,78.26,u S u S u S u Su S,10,1,78.26,u S u S u S u Su S,10,1,78.26,u S u S u S u Su S,10,1,78.26,u S u S u S u Su S,10,1,78.26,u S u S u S u Su S,10,1,78.26,u S u S u S u Su S,10,1,78.26,u S u S u S u Su S,10,1,78.26,u S u S u S u Su S,10,1,78.26
"To goode mote it turne, of yow I mette!”",To goode mote it turne of yow I mette,u Su Sx u Sx u S u Sx,10,u Su Sx u Sx u S u Sx,10,1,64.30,u Su Sx u Sx u S u Sx,10,1,64.30,u Su Sx u Sx u S u Sx,10,1,67.63,u Su Sx u Sx u S u Sx,10,1,64.30,u Su Sx u Sx u S u Sx,10,1,64.30,u Su Sx u Sx u S u Sx,10,1,64.30,u Su Sx u Sx u S u Sx,10,1,64.30,u Su Sx u Sx u S u Sx,10,1,64.30,u Su Sx u Sx u S u Sx,10,1,64.30
"Considered al thing, it may not be;",Considered al thing it may not be,uSuS u S u S u S,10,uSuS u S u S u S,10,1,50.22,uSuS u S u S u S,10,1,50.22,uSuS u S u S u S,10,1,50.22,uSuS u S u S u S,10,1,50.22,uSuS u S u S u S,10,1,50.22,uSuS u S u S u S,10,1,50.22,uSuS u S u S u S,10,1,50.22,uSuS u S u S u S,10,1,50.22,uSuS u S u S u S,10,1,50.22
A vois he hadde as smal as hath a goot,A vois he hadde as smal as hath a goot,u S u S u S u S u S,10,u S u Sx u S u S u S,10,1,71.57,u S u Sx u S u S u S,10,1,71.57,u S u Sx u S u S u S,10,1,73.57,u S u Sx u S u S u S,10,1,71.57,u S u Sx u S u S u S,10,1,71.57,u S u Sx u S u S u S,10,1,71.57,u S u Sx u S u S u S,10,1,71.57,u S u Sx u S u S u S,10,1,71.57,u S u Sx u S u S u S,10,1,71.57
"His resons, as I may my rimes holde",His resons as I may my rimes holde,u Su S u S u Su Sx,10,u Su S u S u Su Sx,10,1,64.58,u Su S u S u Su Sx,10,1,64.58,u Su S u S u Su Sx,10,1,64.58,u Su S u S u Su Sx,10,1,64.58,u Su S u S u Su Sx,10,1,64.58,u Su S u S u Su Sx,10,1,64.58,u Su S u S u Su Sx,10,1,64.58,u Su S u S u Su Sx,10,1,64.58,u Su S u S u Su Sx,10,1,64.58
That herkned she so longe in good entente,That herkned she so longe in good entente,u Su S u Sx u S uSx,10,u Su S u Sx u S uSx,10,1,52.68,u Su S u Sx u S uSx,10,1,52.68,u Su S u Sx u S uSx,10,1,50.18,u Su S u Sx u S uSx,10,1,52.68,u Su S u Sx u S uSx,10,1,52.68,u Su S u Sx u S uSx,10,1,52.68,u Su S u Sx u S uSx,10,1,52.68,u Su S u Sx u S uSx,10,1,52.68,u Su S u Sx u S uSx,10,1,52.68
"And seide, “Nece, I pray yow hertely",And seide Nece I pray yow hertely,u Su Sx u S u SuS,10,u Su Sx u S u SuS,10,1,71.47,u Su Sx u S u SuS,10,1,71.47,u Su Sx u S u SuS,10,1,74.33,u Su Sx u S u SuS,10,1,71.47,u Su Sx u S u SuS,10,1,71.47,u Su Sx u S u SuS,10,1,71.47,u Su Sx u S u SuS,10,1,71.47,u Su Sx u S u SuS,10,1,71.47,u Su Sx u S u SuS,10,1,71.47
A vernicle hadde he sowed on his cappe,A vernicle hadde he sowed on his cappe,u Su S u Su S u S,10,u Sux Sx u Su S u Sx,10,1,43.60,u Sux Sx u Su S u Sx,10,1,43.60,u Sux Sx u Su S u Sx,10,1,44.85,u Sux Sx u Su S u Sx,10,1,43.60,u Sux Sx u Su S u Sx,10,1,43.60,u Sux Sx u Su S u Sx,10,1,43.60,u Sux Sx u Su S u Sx,10,1,43.60,u Sux Sx u Su S u Sx,10,1,43.60,       ,0,0,0.00
Of his stature he was of even lengthe,Of his stature he was of even lengthe,u S uS u S u Su S,10,u S uSx u S u Su Sx,10,1,48.56,u S uSx u S u Su Sx,10,1,48.56,u S uSx u S u Su Sx,10,1,49.81,u S uSx u S u Su Sx,10,1,48.56,u S uSx u S u Su Sx,10,1,48.56,u S uSx u S u Su Sx,10,1,48.56,u S uSx u S u Su Sx,10,1,48.56,u S uSx u S u Su Sx,10,1,48.56,u S uSx u S u Su Sx,10,1,48.56
To mowen swich a knight don live or die?,To mowen swich a knight don live or die,u Su S u S u Sx u S,10,u Su S u S u Sx u S,10,1,72.19,u Su S u S u Sx u S,10,1,72.19,u Su S u S u Sx u S,10,1,71.08,u Su S u S u Sx u S,10,1,72.19,u Su S u S u Sx u S,10,1,72.19,u Su S u S u Sx u S,10,1,72.19,u Su S u S u Sx u S,10,1,72.19,u Su S u S u Sx u S,10,1,72.19,u Su S u S u Sx u S,10,1,72.19
And carf biforn his fader at the table,And carf biforn his fader at the table,u S uS u Su S u S,10,u S uS u Su S u Sx,10,1,63.79,u S uS u Su S u Sx,10,1,63.79,u S uS u Su S u Sx,10,1,65.04,u S uS u Su S u Sx,10,1,63.79,u S uS u Su S u Sx,10,1,63.79,u S uS u Su S u Sx,10,1,63.79,u S uS u Su S u Sx,10,1,63.79,u S uS u Su S u Sx,10,1,63.79,u S uS u Su S u Sx,10,1,63.79
"And made, er it was day, ful many a wente.",And made er it was day ful many a wente,u Sx u S u S u Sx u Sx,10,u Sx u S u S u Sx u Sx,10,1,69.41,u Sx u S u S u Sx u Sx,10,1,69.41,u Sx u S u S u Sx u Sx,10,1,70.41,u Sx u S u S u Sx u Sx,10,1,69.41,u Sx u S u S u Sx u Sx,10,1,69.41,u Sx u S u S u Sx u Sx,10,1,69.41,u Sx u S u S u Sx u Sx,10,1,69.41,u Sx u S u S u Sx u Sx,10,1,69.41,u Sx u S u S u Sx u Sx,10,1,69.41
Housbondes at chirchedore she hadde five,Housbondes at chirchedore she hadde five,uSu S uSu S u S,10,uSx u SuSx u Su Sx,10,0,40.65,uSx u SuSx u Su Sx,10,0,40.65,uSx u SuSx u Su Sx,10,0,43.98,uSu S uSux x Su Sx,10,0,28.31,uSu S uSux S ux Sx,10,1,33.55,     ,0,0,0.00,     ,0,0,0.00,     ,0,0,0.00,     ,0,0,0.00
Whan Pandarus saw time unto his tale,Whan Pandarus saw time unto his tale,u SuS u Sx uS u Sx,10,u SuS u Sx uS u Sx,10,1,72.57,u SuS u Sx uS u Sx,10,1,72.57,u SuS u Sx uS u Sx,10,1,74.00,u SuS u Sx uS u Sx,10,1,72.57,u SuS u Sx uS u Sx,10,1,72.57,u SuS u Sx uS u Sx,10,1,72.57,u SuS u Sx uS u Sx,10,1,72.57,u SuS u Sx uS u Sx,10,1,72.57,u SuS u Sx uS u Sx,10,1,72.57
Of studie took he most cure and most hede,Of studie took he most cure and most hede,u Su S u S u S u S,10,u Su S u S ux S u Sx,10,1,42.19,u Su S u S ux S u Sx,10,1,42.19,u Su S u S ux S u Sx,10,1,43.30,u Su S u S ux S u Sx,10,1,42.19,u Su S u S ux S u Sx,10,1,42.19,u Su S u S ux S u Sx,10,1,42.19,u Su S u S ux S u Sx,10,1,42.19,u Su S u S ux S u Sx,10,1,42.19,        ,0,0,0.00
"Though that a man, for feblesse of his yën",Though that a man for feblesse of his yn,u S u S u Sux S u S,10,u S u S u Sux S u S,10,1,55.75,u S u S u Sux S u S,10,1,55.75,u S u S u Sux S u S,10,1,55.75,u S u S u Sux S u S,10,1,55.75,u S u S u Sux S u S,10,1,55.75,u S u S u Sux S u S,10,1,55.75,u S u S u Sux S u S,10,1,55.75,u S u S u Sux S u S,10,1,55.75,u S u S u Sux S u S,10,1,55.75
He made her doon to° Jasoun companye,He made her doon to Jasoun companye,u Sx u S u Su SuSx,10,u Sx u S u Su SuSu,11,0,47.12,u Sx u S u Su SuSu,11,0,47.12,u Sx u S u Su SuSu,11,0,49.98,u Sx u S u Su SuSu,11,0,47.12,u Sx u S u Su SuSu,11,0,47.12,u Sx u S u Su SuSu,11,0,47.12,u Sx u S u Su SuSu,11,0,47.12,u Sx u S u Su SuSu,11,0,47.12,u Sx u S u Su SuSu,11,0,47.12
"“That, of this thing that ye han hight me here",That of this thing that ye han hight me here,u S u S u S u S u Sx,10,u S u S u S u S u Sx,10,1,60.42,u S u S u S u S u Sx,10,1,60.42,u S u S u S u S u Sx,10,1,60.42,u S u S u S u S u Sx,10,1,60.42,u S u S u S u S u Sx,10,1,60.42,u S u S u S u S u Sx,10,1,60.42,u S u S u S u S u Sx,10,1,60.42,u S u S u S u S u Sx,10,1,60.42,u S u S u S u S u Sx,10,1,60.42
¶Heigh fantasie° and curious bisinesse°,Heigh fantasie and curious bisinesse,u SuS u Su SuSx,10,u SuS u SuS uSux,11,0,38.17,u SuS u SuS uSux,11,0,38.17,u SuS u SuS uSux,11,0,38.17,u SuS u SuS uSux,11,0,38.17,u SuS u SuS uSux,11,0,38.17,u SuS u SuS uSux,11,0,38.17,u SuS u Su SuSx,10,1,48.17,u SuS u Su SuSx,10,1,48.17,u SuS u Su SuSx,10,1,48.17
"Whan it descendeth, than don thinges lighte.",Whan it descendeth than don thinges lighte,u S uSu S u Su Sx,10,u S uSu S u Su Sx,10,1,47.67,u S uSu S u Su Sx,10,1,47.67,u S uSu S u Su Sx,10,1,47.67,u S uSu S u Su Sx,10,1,47.67,u S uSu S u Su Sx,10,1,47.67,u S uSu S u Su Sx,10,1,47.67,u S uSu S u Su Sx,10,1,47.67,u S uSu S u Su Sx,10,1,47.67,u S uSu S u Su Sx,10,1,47.67
Me thinketh it acordaunt to resoun,Me thinketh it acordaunt to resoun,u Su S uSu S uS,10,u Su S uSu S uS,10,1,41.18,u Su S uSu S uS,10,1,41.18,u Su S uSu S uS,10,1,42.85,u Su S uSu S uS,10,1,41.18,u Su S uSu S uS,10,1,41.18,u Su S uSu S uS,10,1,41.18,u Su S uSu S uS,10,1,41.18,u Su S uSu S uS,10,1,41.18,     ,0,0,0.00
"“Sir,” quod Criseyde, “it is Pandare and I.”",Sir quod Criseyde it is Pandare and I,u S uSx u S uSx u S,10,u S uSx u S uSx u S,10,1,60.53,u S uSx u S uSx u S,10,1,60.53,u S uSx u S uSx u S,10,1,63.03,u S uSx u S uSx u S,10,1,60.53,u S uSx u S uSx u S,10,1,60.53,u S uSx u S uSx u S,10,1,60.53,u S uSx u S uSx u S,10,1,60.53,u S uSx u S uSx u S,10,1,60.53,u S uSx u S uSx u S,10,1,60.53
For many a man so harde is of his herte,For many a man so harde is of his herte,u Su S u S u S u S u,11,u Sx u S u Sx u S u Sx,10,0,56.82,u Sx u S u Sx u S u Sx,10,0,56.82,u Sx u S u Sx u S u Sx,10,0,56.82,u Sx u S u Sx u S u Sx,10,0,56.82,u Sx u S u Sx u S u Sx,10,0,56.82,u Sx u S u Sx u S u Sx,10,0,56.82,u Sx u S u Sx u S u Sx,10,0,56.82,u Sx u S u Sx u S u Sx,10,0,56.82,u Sx u S u Sx u S u Sx,10,0,56.82
"Gan for to chaunge, and seide, “Scrit ne bille",Gan for to chaunge and seide Scrit ne bille,u S u Sx u Su S u Sx,10,u S u Sx u Su S u Sx,10,1,53.98,u S u Sx u Su S u Sx,10,1,53.98,u S u Sx u Su S u Sx,10,1,57.31,u S u Sx u Su S u Sx,10,1,53.98,u S u Sx u Su S u Sx,10,1,53.98,u S u Sx u Su S u Sx,10,1,53.98,u S u Sx u Su S u Sx,10,1,53.98,u S u Sx u Su S u Sx,10,1,53.98,u S u Sx u Su S u Sx,10,1,53.98
Now recche I never how sone that I deye.”,Now recche I never how sone that I deye,u Sx u Su S ux S u S,10,u Sx u S u Su S u S,10,0,39.84,u Sx u S u Sx u S uS,10,0,47.00,u Sx u S u Sx u S uS,10,0,44.78,u Sx u Su S ux S u S,10,1,37.93,u Sx u Su S ux S u S,10,1,37.93,        ,0,0,0.00,        ,0,0,0.00,        ,0,0,0.00,        ,0,0,0.00
"And resonable, a lady for to werne!",And resonable a lady for to werne,u SuSx u Su S u Sx,10,u SuSx u Su S u Sx,10,1,71.86,u SuSx u Su S u Sx,10,1,71.86,u SuSx u Su S u Sx,10,1,71.86,u SuSx u Su S u Sx,10,1,71.86,u SuSx u Su S u Sx,10,1,71.86,u SuSx u Su S u Sx,10,1,71.86,u SuSx u Su S u Sx,10,1,71.86,u SuSx u Su S u Sx,10,1,71.86,u SuSx u Su S u Sx,10,1,71.86
That thou shalt come into a certain place,That thou shalt come into a certain place,u S u Sx uS u Su Sx,10,u S u Sx uS u Su Sx,10,1,58.14,u S u Sx uS u Su Sx,10,1,58.14,u S u Sx uS u Su Sx,10,1,59.39,u S u Sx uS u Su Sx,10,1,58.14,u S u Sx uS u Su Sx,10,1,58.14,u S u Sx uS u Su Sx,10,1,58.14,u S u Sx uS u Su Sx,10,1,58.14,u S u Sx uS u Su Sx,10,1,58.14,u S u Sx uS u Su Sx,10,1,58.14
Girt with a ceint of silk with barres smale,Girt with a ceint of silk with barres smale,u S u S u S u Su S,10,u S u S u S u Su Sx,10,1,40.22,u S u S u S u Su Sx,10,1,40.22,u S u S u S u Su Sx,10,1,40.22,u S u S u S u Su Sx,10,1,40.22,u S u S u S u Su Sx,10,1,40.22,u S u S u S u Su Sx,10,1,40.22,u S u S u S u Su Sx,10,1,40.22,u S u S u S u Su Sx,10,1,40.22,        ,0,0,0.00
Were it by aventure or sort or cas,Were it by aventure or sort or cas,u S u SuS u S u S,10,ux S u SuSx u S u S,10,1,73.21,ux S u SuSx u S u S,10,1,73.21,ux S u SuSx u S u S,10,1,74.46,ux S u SuSx u S u S,10,1,73.21,ux S u SuSx u S u S,10,1,73.21,ux S u SuSx u S u S,10,1,73.21,ux S u SuSx u S u S,10,1,73.21,ux S u SuSx u S u S,10,1,73.21,ux S u SuSx u S u S,10,1,73.21
And lat see which of yow shal bere the belle,And lat see which of yow shal bere the belle,u S u S u S u Sx u Sx,10,u S u S u S u Sx u Sx,10,1,66.97,u S u S u S u Sx u Sx,10,1,66.97,u S u S u S u Sx u Sx,10,1,66.97,u S u S u S u Sx u Sx,10,1,66.97,u S u S u S u Sx u Sx,10,1,66.97,u S u S u S u Sx u Sx,10,1,66.97,u S u S u S u Sx u Sx,10,1,66.97,u S u S u S u Sx u Sx,10,1,66.97,u S u S u S u Sx u Sx,10,1,66.97
"Right to the effect, withoute tales mo",Right to the effect withoute tales mo,u S x uS uSu Su S,10,u S u Su Sux Su S,10,0,40.15,u S u Su Sux Su S,10,0,40.15,u S u Su Sux Su S,10,0,41.58,u S u Su Sux Su S,10,0,40.15,u S u Su Sux Su S,10,0,40.15,u S u Su Sux Su S,10,0,40.15,u S u Su Sux Su S,10,0,40.15,u S u Su Sux Su S,10,0,40.15,      ,0,0,0.00
She com to diner in hir plain entente.,She com to diner in hir plain entente,u S u Su S u S uSx,10,u S u Su S u S uSx,10,1,58.94,u S u Su S u S uSx,10,1,58.94,u S u Su S u S uSx,10,1,60.19,u S u Su S u S uSx,10,1,58.94,u S u Su S u S uSx,10,1,58.94,u S u Su S u S uSx,10,1,58.94,u S u Su S u S uSx,10,1,58.94,u S u Su S u S uSx,10,1,58.94,u S u Su S u S uSx,10,1,58.94
Ayeins my wil; but elles wol I fonde,Ayeins my wil but elles wol I fonde,uS u S u Su S u Sx,10,uS u S u Su S u Sx,10,1,71.50,uS u S u Su S u Sx,10,1,71.50,uS u S u Su S u Sx,10,1,71.50,uS u S u Su S u Sx,10,1,71.50,uS u S u Su S u Sx,10,1,71.50,uS u S u Su S u Sx,10,1,71.50,uS u S u Su S u Sx,10,1,71.50,uS u S u Su S u Sx,10,1,71.50,uS u S u Su S u Sx,10,1,71.50
As in thy verray hertes privetee?”,As in thy verray hertes privetee,u S u Su Su SuS,10,u S u Su Su SuS,10,1,65.11,u S u Su Su SuS,10,1,65.11,u S u Su Su SuS,10,1,65.11,u S u Su Su SuS,10,1,65.11,u S u Su Su SuS,10,1,65.11,u S u Su Su SuS,10,1,65.11,u S u Su Su SuS,10,1,65.11,u S u Su Su SuS,10,1,65.11,u S u Su Su SuS,10,1,65.11
Therfore he loved gold in special,Therfore he loved gold in special,uSu S uS u S uS,10,uSx u Su S u SuS,10,0,68.44,uSx u Su S u SuS,10,0,68.44,uSx u Su S u SuS,10,0,68.44,uSx u Su S u SuS,10,0,68.44,uSx u Su S u SuS,10,0,68.44,uSx u Su S u SuS,10,0,68.44,uSx u Su S u SuS,10,0,68.44,uSx u Su S u SuS,10,0,68.44,uSx u Su S u SuS,10,0,68.44
"But, by my trouthe, I thoughte now if ye",But by my trouthe I thoughte now if ye,u S u Sx u Su S u S,10,u S u Sx u Su S u S,10,1,60.49,u S u Sx u Su S u S,10,1,60.49,u S u Sx u Su S u S,10,1,62.71,u S u Sx u Su S u S,10,1,60.49,u S u Sx u Su S u S,10,1,60.49,u S u Sx u Su S u S,10,1,60.49,u S u Sx u Su S u S,10,1,60.49,u S u Sx u Su S u S,10,1,60.49,u S u Sx u Su S u S,10,1,60.49
Al innocent of Pandarus entente,Al innocent of Pandarus entente,u SuS u SuS uSx,10,u SuS u SuS uSx,10,1,77.80,u SuS u SuS uSx,10,1,77.80,u SuS u SuS uSx,10,1,77.80,u SuS u SuS uSx,10,1,77.80,u SuS u SuS uSx,10,1,77.80,u SuS u SuS uSx,10,1,77.80,u SuS u SuS uSx,10,1,77.80,u SuS u SuS uSx,10,1,77.80,u SuS u SuS uSx,10,1,77.80
"Wex wel neigh deed for routhe, sooth to seyne",Wex wel neigh deed for routhe sooth to seyne,u S u S u Su S u Sx,10,u S u S u Su S u Sx,10,1,70.15,u S u S u Su S u Sx,10,1,70.15,u S u S u Su S u Sx,10,1,70.15,u S u S u Su S u Sx,10,1,70.15,u S u S u Su S u Sx,10,1,70.15,u S u S u Su S u Sx,10,1,70.15,u S u S u Su S u Sx,10,1,70.15,u S u S u Su S u Sx,10,1,70.15,u S u S u Su S u Sx,10,1,70.15
To Caunterburyward I mene it so,To Caunterburyward I mene it so,u SuSuS u S u S,10,u SuSuS u Sx u S,10,1,51.82,u SuSuS u Sx u S,10,1,51.82,u SuSuS u Sx u S,10,1,50.16,u SuSuS u Sx u S,10,1,51.82,u SuSuS u Sx u S,10,1,51.82,u SuSuS u Sx u S,10,1,51.82,u SuSuS u Sx u S,10,1,51.82,u SuSuS u Sx u S,10,1,51.82,u SuSuS u Sx u S,10,1,51.82
And served us with vitaille at the beste,And served us with vitaille at the beste,u Su S u Su S u S,10,u Su S u Sux S u Sx,10,1,57.15,u Su S u Sux S u Sx,10,1,57.15,u Su S u Sux S u Sx,10,1,58.40,u Su S u Sux S u Sx,10,1,57.15,u Su S u Sux S u Sx,10,1,57.15,u Su S u Sux S u Sx,10,1,57.15,u Su S u Sux S u Sx,10,1,57.15,u Su S u Sux S u Sx,10,1,57.15,u Su S u Sux S u Sx,10,1,57.15
"That if that I, thurgh my disaventure",That if that I thurgh my disaventure,u S u S u S uSuSx,10,u S u S u S uSuSx,10,1,38.62,u S u S u S uSuSx,10,1,38.62,u S u S u S uSuSx,10,1,38.62,u S u S u S uSuSx,10,1,38.62,u S u S u S uSuSx,10,1,38.62,u S u S u S uSuSx,10,1,38.62,u S u S u S uSuSx,10,1,38.62,u S u S u S uSuSx,10,1,38.62,      ,0,0,0.00
Bitwixen Middelburgh and Orewelle,Bitwixen Middelburgh and Orewelle,uSu SuS u SuS,10,uSu SuS u SuSx,10,1,47.72,uSu SuS u SuSx,10,1,47.72,uSu SuS u SuSx,10,1,47.72,uSu SuS u SuSx,10,1,47.72,uSu SuS u SuSx,10,1,47.72,uSu SuS u SuSx,10,1,47.72,uSu SuS u SuSx,10,1,47.72,uSu SuS u SuSx,10,1,47.72,uSu SuS u SuSx,10,1,47.72
A semely man Our Hoste was withalle,A semely man Our Hoste was withalle,u SuS u S u S uS,10,u SuS u S ux S uSx,10,1,54.70,u SuS u S ux S uSx,10,1,54.70,u SuS u S ux S uSx,10,1,54.70,u SuS u S ux S uSx,10,1,54.70,u SuS u S ux S uSx,10,1,54.70,u SuS u S ux S uSx,10,1,54.70,u SuS u S ux S uSx,10,1,54.70,u SuS u S ux S uSx,10,1,54.70,u SuS u S ux S uSx,10,1,54.70
"Yet at the leste thanketh him, I preie",Yet at the leste thanketh him I preie,u S u Su Su S u S,10,u S u Su Su S u S,10,1,47.84,u S u Su Su S u S,10,1,47.84,u S u Su Su S u S,10,1,49.09,u S u Su Su S u S,10,1,47.84,u S u Su Su S u S,10,1,47.84,u S u Su Su S u S,10,1,47.84,u S u Su Su S u S,10,1,47.84,u S u Su Su S u S,10,1,47.84,u S u Su Su S u S,10,1,47.84
For she coude of that art the olde daunce,For she coude of that art the olde daunce,u S uS u S u S u S,10,u S ux S u S u Su Sx,10,0,49.21,u S ux S u S u Su Sx,10,0,49.21,u x Su S u S u Su Sx,10,0,50.71,u x Su S u S u Su Sx,10,0,47.38,u x Su S u S u Su Sx,10,0,47.38,        ,0,0,0.00,        ,0,0,0.00,u x Su S u S u Su Sx,10,0,47.38,u x Su S u S u Su Sx,10,0,47.38
Thus to the more worthy part he held,Thus to the more worthy part he held,u S u Su Su S u S,10,u S u Su Su S u S,10,1,67.15,u S u Su Su S u S,10,1,67.15,u S u Su Su S u S,10,1,69.65,u S u Su Su S u S,10,1,67.15,u S u Su Su S u S,10,1,67.15,u S u Su Su S u S,10,1,67.15,u S u Su Su S u S,10,1,67.15,u S u Su Su S u S,10,1,67.15,u S u Su Su S u S,10,1,67.15
Ful fetis was hir cloke as I was war,Ful fetis was hir cloke as I was war,u Su S u S u S u S,10,u Su S u Sx u S u S,10,1,52.95,u Su S u Sx u S u S,10,1,52.95,u Su S u Sx u S u S,10,1,52.95,u Su S u Sx u S u S,10,1,52.95,u Su S u Sx u S u S,10,1,52.95,u Su S u Sx u S u S,10,1,52.95,u Su S u Sx u S u S,10,1,52.95,u Su S u Sx u S u S,10,1,52.95,u Su S u Sx u S u S,10,1,52.95
